-8.648859729773000771e-02,-5.895302180222000005e-02
-8.648859729773000771e-02,-5.914037250709999749e-02
-8.655107777256999813e-02,-5.934333577071999877e-02
-8.661355824741000242e-02,-5.960874926930000151e-02
-8.662917836612001043e-02,-5.967119950426000297e-02
-8.667603872225000672e-02,-5.979609997417999895e-02
-8.667603872225000672e-02,-5.968681206299999986e-02
-8.672289907838000300e-02,-5.979609997417999895e-02
-8.678537955322000730e-02,-5.984293765040000351e-02
-8.673851919708999714e-02,-5.976487485669999822e-02
-8.667603872225000672e-02,-6.006151347276000169e-02
-8.664479848483000457e-02,-6.032692697133999749e-02
-8.666041860353999871e-02,-6.028008929511999986e-02
-8.669165884096000085e-02,-6.031131441260000059e-02
-8.655107777256999813e-02,-6.040498976504000278e-02
-8.662917836612001043e-02,-6.059234046992000022e-02
-8.653545765386000399e-02,-6.052989023495999876e-02
-8.653545765386000399e-02,-6.062356558740000095e-02
-8.653545765386000399e-02,-6.068601582236000241e-02
-8.648859729773000771e-02,-6.062356558740000095e-02
-8.650421741644000184e-02,-6.059234046992000022e-02
-8.647297717901999969e-02,-6.056111535243999949e-02
-8.658231800999000027e-02,-6.059234046992000022e-02
-8.666041860353999871e-02,-6.048305255874000114e-02
-8.675413931580000515e-02,-6.023325161890000223e-02
-8.670727895967000887e-02,-6.018641394267999767e-02
-8.670727895967000887e-02,-6.029570185386000369e-02
-8.673851919708999714e-02,-6.015518882520000388e-02
-8.661355824741000242e-02,-5.990538788535999803e-02
-8.659793812870000829e-02,-5.984293765040000351e-02
-8.662917836612001043e-02,-5.979609997417999895e-02
-8.659793812870000829e-02,-5.954629903434000004e-02
-8.664479848483000457e-02,-5.934333577071999877e-02
-8.650421741644000184e-02,-5.945262368189999785e-02
-8.655107777256999813e-02,-5.951507391685999931e-02
-8.659793812870000829e-02,-5.931211065323999804e-02
-8.658231800999000027e-02,-5.923404785953999968e-02
-8.659793812870000829e-02,-5.910914738962000370e-02
-8.667603872225000672e-02,-5.885934644977999786e-02
-8.661355824741000242e-02,-5.875005853859999877e-02
-8.662917836612001043e-02,-5.903108459591999840e-02
-8.666041860353999871e-02,-5.906230971339999913e-02
-8.672289907838000300e-02,-5.943701112316000096e-02
-8.661355824741000242e-02,-5.924966041828000352e-02
-8.666041860353999871e-02,-5.935894832946000260e-02
-8.658231800999000027e-02,-5.918721018332000205e-02
-8.666041860353999871e-02,-5.912475994836000059e-02
-8.656669789128000614e-02,-5.918721018332000205e-02
-8.653545765386000399e-02,-5.920282274205999895e-02
-8.656669789128000614e-02,-5.912475994836000059e-02
-8.656669789128000614e-02,-5.895302180222000005e-02
-8.655107777256999813e-02,-5.889057156725999859e-02
-8.656669789128000614e-02,-5.878128365607999950e-02
-8.651983753515000986e-02,-5.860954550993999895e-02
-8.655107777256999813e-02,-5.829729433513999859e-02
-8.655107777256999813e-02,-5.832851945261999932e-02
-8.658231800999000027e-02,-5.832851945261999932e-02
-8.659793812870000829e-02,-5.810994363026000115e-02
-8.661355824741000242e-02,-5.796943060160000133e-02
-8.672289907838000300e-02,-5.792259292538000370e-02
-8.670727895967000887e-02,-5.804749339529999969e-02
-8.666041860353999871e-02,-5.793820548412000060e-02
-8.655107777256999813e-02,-5.820361898270000334e-02
-8.659793812870000829e-02,-5.835974457010000005e-02
-8.655107777256999813e-02,-5.851587015750000370e-02
-8.645735706031000556e-02,-5.875005853859999877e-02
-8.641049670418000928e-02,-5.899985947843999767e-02
-8.645735706031000556e-02,-5.912475994836000059e-02
-8.648859729773000771e-02,-5.951507391685999931e-02
-8.653545765386000399e-02,-5.981171253292000278e-02
-8.659793812870000829e-02,-6.026447673638000296e-02
-8.656669789128000614e-02,-6.040498976504000278e-02
-8.659793812870000829e-02,-6.048305255874000114e-02
